,year,to_country_id,performer,song,composers,lyricists,lyrics,youtube_url
557,1988,pt,Dora,Voltarei,JosA(c) CalvA!rio;JosA(c) Niza,,"(Voltarei p'ra ti, esperarei por ti)\n(Por te amar assim)\nVoltarA!s p'ra mim?\nEsperarei por ti, sofrerei por ti\nVoltarei por ti\nVamos jogar atA(c) ao fim\n\nVamos comeASSar assim\nA%0 agora a minha vez\nEstou aqui e nAPSo me vAas\nPorque andas cego\n\nFingi que tenho outro amor\nPara pA'r no teu lugar\nAgora fico a ganhar por dois a...\nUm sem ti\nMas fiquei sem ti por te amar assim\nQuem ri melhor chora no fim\n\nO jogo jA! terminou, a noite tambA(c)m passou\nQuem perdeu ou quem ganhou, eu jA! esqueci\nAi! Jogo de sorte e de azar, o amor A(c) como o mar\nTem marA(c)s de ir e voltar e...\n\nEu voltarei p'ra ti, voltarei p'ra ti\nEsperarei por ti\nVoltarA!s p'ra mim?\n(Esperarei por ti) Sofrerei por ti\nVoltarei p'ra ti\nQuem ri melhor chora no fim\n\nVoltarei p'ra ti",https://youtube.com/watch?v=0mY9ltvjbxk
558,1988,fi,Boulevard,Nauravat SilmA$?t Muistetaan,Pepe Willberg,Kirsti Willberg,"PA$?ivien pyAPrteissA$?\nToisien joukossa helppo on kulkea yksin\nIhmistenkuoria, tyhjiA$? kohdata vaan\nOutoja ilmeitA$?, kylmiA$? katseita\nMuutamat ilmeettA$? aivan\nKulkevat, katsovat, tuskinpa kuulevatkaan\n\nAstutaan ulos kuoresta uuteen maisemaan\nAvataan korvat kuulemaan, rohkeesti vaan rentoudutaan\nHeitetA$?A$?n turha jA$?nnitys pois ja nauretaan\nNauravat silmA$?t muistetaan\nIlmeikkA$?A$?t vaan huomioidaan\n\nIhmistenkuorista, vanhoista nuorista, kaikki on toisinaan yksin\nKaikkien huolia ystA$?vyys helpottaa voi\nHauskoja ilmeitA$?, helliA$? katseita, uusia tuulia aivan\nKatsovat, kuulevat, naurussaan riemu jo soi\n\nAstutaan ulos kuoresta uuteen maisemaan\nAvataan korvat kuulemaan, rohkeesti vaan rentoudutaan\nHeitetA$?A$?n turha jA$?nnitys pois ja nauretaan\nNauravat silmA$?t muistetaan\nIlmeikkA$?A$?t vaan huomioidaan\n\nHeitetA$?A$?n turha jA$?nnitys pois ja nauretaan\nNauravat silmA$?t muistetaan\nIlmeikkA$?A$?t vaan huomioidaan\nNauravat silmA$?t muistetaan\nIlmeikkA$?A$?t vaan huomioidaan",https://youtube.com/watch?v=BjTtW7GQ7og
559,1988,at,Wilfried,Lisa Mona Lisa,Klaus Kofler;Ronnie Herboltzheimer;Wilfried Scheutz,,"Sie schlA$?ft bei Tag und tanzt bei Nacht\nIch hAPr' sie weinen, wenn sie lacht\nUnd sie lacht immer wieder\n\nSie sieht bei Nacht und braucht kein Licht\nSie malt sich MA$?rchen ins Gesicht\nUnd sie lacht, lacht mich nieder\n\nIrgendwann lern' ich dann, sie zu sehen\nIrgendwann fang' ich an\nKann ich hinter ihre Farben seh'n?\n\n(Lisa, Mona Lisa)\n(Lisa, Mona Lisa)\n\nSie lA 1/4 gt, doch sie belA 1/4 gt mich nicht\nSie trA$?gt ihr Leben im Gesicht, und sie lebt\n\nIrgendwo ist sie so schwer zu sehen\nIrgendwo bin ich froh\nManchmal ihre TrA$?ume zu verstehen\n\nLisa, Mona Lisa\nLisa, Mona Lisa\n\nLisa, Mona Lisa\nLisa, Mona Lisa\n\nSie taumelt durch die Glitzerstadt\nSucht einen, der ein LA$?cheln hat fA 1/4 r sie\nIrgendwie\n\nUnd irgendwie mag ich sie\nUnd irgendwie lieb' ich sie\nUnd irgendwann werd' ich sie auch versteh'n\n\nWhoa...\nLisa, Mona Lisa\nLisa, Mona Lisa\n\nLisa, Mona Lisa\nLisa, Mona Lisa\n\nLisa, oh Mona Lisa\nLisa, (Mona Lisa)",https://youtube.com/watch?v=1fKcQb3ZEG4
560,1989,yu,Riva,Rock Me,Rajko DujmiA++,Stevo CvikiA++,"Oh... whoa oh oh oh...\n\nOn cijele dane svir'o je na svom klaviru\nOn klasiku je svir'o po notnom papiru\nA svir'o je k'o pijanista aEUR"" Mozarta, Chopena, Liszta\nJa novu pjesmu naA!la sam da svira\nWhoa  oh oh oh...\n\nRock me, baby, nije vaA 3/4 no A!ta je\nRock me, baby, samo neka traje\nRock me, baby, ovo je za nervni stres\nWhoa oh oh oh...\n\nRock me, baby, nije vaA 3/4 no A!ta je\nRock me, baby, samo neka traje\nRock me, baby, samo neka je za ples\n\nSad cijele dane Aujem zvuk starog klavira\nTu pjesmu A!to se svira bez notnog papira\nJer klasika je da se sluA!a i da se njom opija duA!a\nA ova pjesma svira se za ples\nWhoa oh oh oh...\n\nRock me, baby, nije vaA 3/4 no A!ta je\nRock me, baby, samo neka traje\nRock me, baby, ovo je za nervni stres\nWhoa oh oh oh...\n\nRock me, baby, nije vaA 3/4 no A!ta je\nRock me, baby, samo neka traje\nRock me, baby, samo neka je za ples\nWhoa oh oh oh...\n\nRock me, baby, nije vaA 3/4 no A!ta je\n(Ooh... rock, babe)\nRock me, baby, samo neka traje\n(Ooh... rock, rock, rock)\nRock me, baby, ovo je za nervni stres\n(Ooh... rock, babe)\n(Rock me, baby) Whoa oh oh oh...\n\nRock me, baby, nije vaA 3/4 no A!ta je\n(Ooh... rock, babe)\nRock me, baby, samo neka traje\n(Ooh... rock, rock, rock)\nRock me, baby, samo neka je za ples\n(Ooh... rock, babe)\nSamo neka je za ples\n(Ooh... rock, rock, rock)\nSamo neka je za...\n(Ooh... rock, babe)\nWhoa oh oh oh... ples",https://youtube.com/watch?v=FcxeIpv1Gdk
561,1989,gb,Live Report,Why Do I Always Get It Wrong,John Beeby,Brian Hodgson,"No more sad songs for me to sing\nNo more heartaches for you to bring me\nNo more being the hurting kind\nI am running where you won't find me\n\nWhenever I was lonely, I'd call you up and then\nI would soon regret my momentary weakness\nBut it feels so strong\nWhy do I always get it wrong?\n\nNo more sad songs on lonely nights\nNo more seeking the wrongs or rights of it\nNo more playing the fool for you\nYou can do what you wanna do now\n\nWhenever I was lonely, I'd call you up and then\nI would soon regret my momentary weakness\nBut it feels so strong\nWhy do I always get it wrong?\n\n(No more sad songs, no more heartache)\n(I am running where you can't find me)\nNo more sad songs for me to sing\n(No more sad songs, no more heartache)\nNo more heartaches, no more heartaches\nSo now you can't hurt me\n(I am running where you can't find me)\n\nSometimes I wish that we had never met\n(No more sad songs, no more heartache)\n'Cause you're my weakness, you're my weakness\nYou're my one and only regret\n(I am running where you can't find me)\n\nI am runnin', runnin', runnin' where you won't find me\n(No more sad songs, no more heartache)\nDon't wanna play the fool for you\n(I am running where you can't find me)\nSo go on your way, do what you gotta do\n\n(No more sad songs, no more heartache)\n(I am running where you can't find me)\n(No more sad songs, no more heartache)\n(I am running where you can't find me)",https://youtube.com/watch?v=_hnmh92X82A
562,1989,dk,Birthe KjA|r,"Vi Maler Byen RA,d","SA,ren Bundgaard",Keld Heick,"Du hA|nger lidt med ho'det, syn's du alt er grAY=t i grAY=t?\nJa, jeg kender jo turen, det' klart, du ved det godt\nMen glem det et sekund, lad det fordufte i det blAY=\nGrib din egen palet, for nu ska' vi lA|gge farverne pAY=\n\nVi maler byen rA,d og himlen hvid af stjerneskA|r\nDet grAY= og triste fAY=r en ekstra farveklat\nSAY= gi'r vi nattens tA,j et penselstrA,g og gerne fler'\nOg fA,rst nAY=r solen si'r godmorgen og ta'r fat\nSi'r vi godnat\n\nDe briller, du har pAY=, kan farve tingene, der sker\nSAY= ka' du ikke fAY= A,je pAY= glA|der, andre ser\nMen du mAY= lAY=ne mine et par timer, hvis du vil\nTag og se dig omkring, luk A,jnene op, spring ud og slAY= til\n\nVi maler byen rA,d og himlen hvid af stjerneskA|r\nDet grAY= og triste fAY=r en ekstra farveklat\nSAY= gi'r vi nattens tA,j et penselstrA,g og gerne fler'\nOg fA,rst nAY=r solen si'r godmorgen og ta'r fat\nSi'r vi godnat\n\nSidder du stadig derinde\nRuller gardinerne ned\nGlA|derne, dem skal man finde\nBare hA|ng i og ta' med\n(Bare hA|ng i og ta' med)\n\nVi maler byen rA,d og himlen hvid af stjerneskA|r\nDet grAY= og triste fAY=r en ekstra farveklat\nSAY= gi'r vi nattens tA,j et penselstrA,g og gerne fler'\nOg fA,rst nAY=r solen si'r godmorgen og ta'r fat...\nJa, fA,rst nAY=r solen si'r godmorgen og ta'r fat\nSi'r vi godnat",https://youtube.com/watch?v=IPkdWtjU9oE
563,1989,se,Tommy Nilsson,En Dag,Alexander Bard;Ola HAY=kansson;Tim Norell,Ola HAY=kansson;Tim Norell,"En dag nA$?r vindarna bA$?r\nEn dag stAY=r du och jag hA$?r\nEn dag nA$?r drAPmmen nAY=r fram\nNA$?r vA$?garna mAPts fAPrstAY=r vi varann\n\nEn dag vi alla fAPrstAY=r\nEn dag, nA$?r stillheten rAY=r\nEn dag jag finner din hand\nNA$?r vA$?garna mAPts fAPrstAY=r vi varann\n\nVi bA$?r pAY= en lA$?ngtan och vandrar omkring\nVandrar men utan att se\nVad som A$?n hA$?nder, jag kommer till dig\nStannar fast timmen A$?r sen\nStannar fast timmen A$?r sen\n\nA...h... en dag nA$?r vindarna bA$?r\nEn dag stAY=r du och jag hA$?r\nEn dag nA$?r drAPmmen nAY=r fram\nNA$?r vA$?garna mAPts fAPrstAY=r vi varann\n\nA...h... allt det vi sAPker, det finns hA$?r intill\nAllt som vi hoppas ska ske\nA...h... vad som A$?n hA$?nder, jag kommer till dig\nStannar fast timmen A$?r sen\nA...h... stannar fast timmen A$?r sen\n\nA...h... en dag nA$?r vindarna bA$?r\nEn dag stAY=r du och jag hA$?r\n\nA...h... en dag\nNA$?r vA$?garna mAPts fAPrstAY=r vi varann\n\nEn dag vi alla fAPrstAY=r\nA...h... en dag, nA$?r stillheten rAY=r\nEn dag jag finner din hand\nNA$?r vA$?garna mAPts fAPrstAY=r vi varann\n\n(En dag nA$?r vindarna bA$?r)\nEn dag stAY=r du och jag hA$?r\nEn dag nA$?r drAPmmen nAY=r fram\nNA$?r vA$?garna mAPts fAPrstAY=r vi varann",https://youtube.com/watch?v=7dl1zoGU9sc
564,1989,at,Thomas Forstner,Nur Ein Lied,Dieter Bohlen,Joachim Horn-Bernges,"Damit morgen frA 1/4 h die Sonne wieder scheint\nUnd es TrA$?nen nur noch gibt, wenn man sich freut\nDamit jedes Kind noch Hoffnung haben kann\nAuf ein Leben ohne Kriege, ohne Angst\nDafA 1/4 r lohnt es sich, ein TrA$?umer zu sein\n\nIch singe nur ein Lied heut' Nacht\nEin Lied, das uns zu Freunden macht\nIch singe nur ein Lied und weiAY\nMit jedem Wort zerbricht das Eis\n\nDamit keiner mehr allein im Dunkeln steht\nUnd sie wiederkommt, die Liebe auf der Welt\nDamit jeder Mensch in Freiheit leben kann\nUnd die Waffen werden Blumen irgendwann\nDafA 1/4 r lohnt es sich, ein TrA$?umer zu sein\n\nIch singe nur ein Lied heut' Nacht\nEin Lied, das uns zu Freunden macht\nIch singe nur ein Lied und weiAY\nMit jedem Wort zerbricht das Eis\n\nIch singe nur ein Lied heut' Nacht\nEin Lied, das wie ein Feuer macht\nIch singe es fA 1/4 r dich und mich\nUnd fA 1/4 r die ganze Welt",https://youtube.com/watch?v=IsAUqpXiw58
565,1989,es,Nina,Nacida Para Amar,Juan Carlos CalderA3n,,"CA!llate, bA(c)same\nHazme creer que todo sigue igual\nCierra los ojos, por favor\nDame una noche mA!s\n\nCA!llate, A!mame\nDame de plazo hasta la aurora\nSi no te puedo hacer feliz\nNo me lo digas ahora\n\nNacida para amar\nQuisiera unirme a tu camino\nY caminar por tu destino\nBesar tus huellas\nAmar tu signo\nNacida para amar\n\nYa lo sA(c), es tarde ya\nGracias por este cuerpo a cuerpo\nSi no te vuelvo a ver, mi amor\nGracias por todos tus besos\n\nNacida para amar\nQuisiera unirme a tu camino\nY caminar por tu destino\nBesar tus huellas\nAmar tu signo\nNacida para amar\n\nNacida para amar\nLlevo en mi piel la primavera\nY en mis caricias luna llena\nY mucho mA!s amor del que quisiera\nNacida para amar",https://youtube.com/watch?v=Vq7sKwxmK7g
566,1989,fi,Anneli Saaristo,La Dolce Vita,Matti Puurtinen,Turkka Mali,Sointu viimeinen lapsuuden laulun\nTaivaanrantaan kun soimaan nyt jA$?A$?\nNiin en hahmoa enkelitaulun\nEnA$?A$? turvana vierellA$?in nA$?A$?\nSilti ylitse tuhannen tuulen\nKuulen laulu soi niin huoleton\nJa sen mukana laulaa voi onnellinen:\nLapsi kesA$?n ja auringon\n\nLa dolce vita\nOn ollut kaikki tuo suloista niin\nLa dolce vita\nEi aihetta kyyneliin\nMinA$? sammutin elA$?mA$?n janoa vaan\nMinA$? osasin onnea anoa vaan\nJA$?lkeen kaiken nyt saatan sen sanoa vaan\nLa dolce vita\n\nJoskus mieleni valtaa taas kaipuu\nSeuraan valkoisten enkelien\nSateenkaari kun taivaalla taipuu\nEnkA$? lAPytA$?nyt juurelle sen\nVaan kun kulkee tuo hetkien nauha on\nRauha sielussa rikkomaton\nJa teille nyt laulaa voi onnellinen:\nLapsi kesA$?n ja auringon\n\nLa dolce vita\nOn ollut kaikki tuo suloista niin\nLa dolce vita\nEi aihetta kyyneliin\nMinA$? sammutin elA$?mA$?n janoa vaan\nMinA$? osasin onnea anoa vaan\nJA$?lkeen kaiken nyt saatan sen sanoa vaan\nLa dolce vita\n\nLa dolce vita\nOn ollut kaikki tuo suloista niin\nLa dolce vita\nEi aihetta kyyneliin\nMinA$? sammutin elA$?mA$?n janoa vaan\nMinA$? osasin onnea anoa vaan\nJA$?lkeen kaiken nyt saatan sen sanoa vaan\nLa dolce vita\nLa dolce vita,https://youtube.com/watch?v=bJv4eaBUocE
567,1989,fr,Nathalie PAC/que,J'ai VolA(c) La Vie,G. G. Candy;Guy MattA(c)oni,Sylvain Lebel,"J'pourrais pas vous dire mon AC/ge\nJ'saurais pas A(c)crire mon nom\nJ'ai grandi ortie sauvage\nSur des A(c)corces de goudron\n\nJ'sais pas d'oA1 viennent les images\nQui sont collA(c)es A  mes yeux\nNi d'oA1 monte cette rage\nDe chanter ce que je veux\n\nJ'ai volA(c) la vie aEUR"" oui, je l'avoue\nJe n'sais plus A  qui ni oA1\nJe m'suis enfuie en faisant un pied de nez au nA(c)ant\nJ'ai volA(c) la vie sans un regret\nAEUR deux ombres qui passaient\nMais mon rayon de soleil, je l'ai gardA(c)\n\nJ'sais pas A  quoi je ressemble\nJ'sais pas vers qui je m'en vais\nMais de mes chAC/teaux de cendres\nJe sens que le feu renaA(r)t\n\nJe sens que mes yeux s'A(c)clairent\nQue quelqu'un m'envoie du jour\nQue j'arrive A  la frontiA""re\nQui me sA(c)pare de l'amour\n\nJ'ai volA(c) la vie aEUR"" oui, je l'avoue\nJe n'sais plus A  qui ni oA1\nJe m'suis enfuie en faisant un pied de nez au nA(c)ant\nJ'ai volA(c) la vie sans un regret\nAEUR deux ombres qui passaient\nMais mon rayon de soleil, je l'ai gardA(c)\n\nJ'ai volA(c) la vie aEUR"" oui, je l'avoue\nJe n'sais plus A  qui ni oA1\nJe m'suis enfuie en faisant un pied de nez au nA(c)ant\nJ'ai volA(c) la vie sans un regret\nAEUR deux ombres qui passaient\nMais mon rayon de soleil, je l'ai gardA(c)",https://youtube.com/watch?v=f9rxnwHbg8A
568,1989,it,Anna Oxa and Fausto Leali,Avrei Voluto,Franco Fasano,Fabrizio Berlincioni;Franco Ciani,"Avrei voluto parlarti\nPer convincerti a fare sul serio\nTu che giocavi col cuore e con le parole\nQuanto tempo buttato per riuscire a spiegarti\nChe ti amavo davvero\nNon ci siamo inventati\nNon ci siamo cercati\nNon ci siamo mai persi, persi\n\nAvrei voluto guardarti\nE intuire ogni tuo desiderio\nRegalarti un sospiro anche stando lontano\nPerchA(c) avevo paura che riuscissi a vedere\nCome un lampo negli occhi, un amore sincero\nSi accartoccia la rabbia\nCome frecce di carta\nQuando incontrano il muro\n\nAvrei voluto io di piA1\nTi avrei voluto anch'io\n\nAvrei voluto legarti\nPer poterti ogni giorno guardare\nPer cambiare il cammino\nStrada del nostro destino\nE ancorarti al mio seno per non farti portare\nDa una vita che vola\nFerma il cuore un momento\nA quei giorni d'inverno e si scioglierA  il ghiaccio\nE si scioglierA  il ghiaccio\nE si scioglierA  il ghiaccio\n\nAvrei voluto inseguirti\nMa l'orgoglio non A"" mai veloce\nA^ soltanto un pretesto per coprire un errore\nAnche quando scoprivo che era il nostro domani\nChe voleva far pace\nQuella ruga sul viso che chiamavi 'espressione'\nOra A"" il letto di un fiume\nQuante notti a pensare?\nQuante lacrime amare\nHan bagnato l'anima?\n\nAvrei voluto io di piA1\nAvrei voluto io di piA1\nAvrei voluto io di piA1\nTi avrei voluto anch'io",https://youtube.com/watch?v=J3lDsE4Ivjs
569,1989,gr,Marianna,To Diko Sou Asteri,Marianna Efstratiou;Yannis Kyris,Villy Sanianu,Iparhun stigmes pu se nika o fovos ki i amfivolia\nMiazi o kosmos ehthrikos athiavati i nihta ke kria\n\nMa sto vrathino ton urano to thiko su asteri psaxe vres\nYiati i skies sto proto fos miazune fovies pethikes\n\nMa sto vrathino ton urano to thiko su asteri psaxe vres\nYiati i skies sto proto fos miazune fovies pethikes\n\nIparhun stigmes pu niothis pos pote the tha ta kataferis\nAsimandos niothis ke mikros pu pas ke pios ise the xeris\n\nMa sto vrathino ton urano to thiko su asteri psaxe vres\nYiati i skies sto proto fos miazune fovies pethikes\n\nMa sto vrathino ton urano to thiko su asteri psaxe vres\nYiati i skies sto proto fos miazune fovies pethikes\n\nFtiaxe ena kipo mistiko vres kurayio ki enthousiasmo\nHamoyela i zoi s' opion ehi pisti ki andohi\n\nFtiaxe ena kipo mistiko vres kurayio ki enthousiasmo\nHamoyela i zoi s' opion ehi pisti ki andohi\n\nMa sto vrathino ton urano to thiko su asteri psaxe vres,https://youtube.com/watch?v=w0x1EJSPZIs
570,1989,cy,Fanny Polymeri and Yiannis Savvidakis,Apopse As Vrethoume,Marios Meletiou,Efi Meletiou,"Mazi ego ki esi, horis skepsi poli\nMakria as petaksume, ke ela na kanume\nTi nihta apopse yiortini\n\nApopse as vrethume\nSe kosmus ksenus makrinus\nApopse as harume\nTis ores pu pernun, ke piso dhen yirnun\n\nApopse as vrethume\nSe kosmus ksenus makrinus\nApopse as harume\nTis ores pu pernun, ke piso dhen yirnun\n\nMazi ego ki esi, protu o ilios vyi\nTi nihta as zisune, ki ela n' afisume\nTis eynies yi' avrio to proi\n\nApopse as vrethume\nSe kosmus ksenus makrinus\nApopse as harume\nTis ores pu pernun, ke piso dhen yirnun\n\nFevyi i zoi mas toso viastika\nMazi as ti harume, protu na in' arga\n\nApopse as vrethume\nSe kosmus ksenus makrinus\nApopse as harume\nTis ores pu pernun, ke piso dhen yirnun\n\nApopse as vrethume\nSe kosmus ksenus makrinus\nApopse as harume\nTis ores pu pernun, ke piso dhen yirnun",https://youtube.com/watch?v=9HlldYCQXKI
571,1989,il,Gili & Galit,Derech Ha'melech,Shaike Paikov,,"Boker tlalim hirvuni\nUlefanai derech melech\nNevel vecheter chibruni leshir ma'alot\nOd hagigai homim bi\nUletifat keren shemesh\nChut sar'apai gada ba'achat\n\nAni mabit aEUR"" susi yafe\nHu al gabo oti nose el derech hamelech\n\nDerech hamelech\nHi li darki hayechida\nNevel hamelech\nHu shirati\n\nDerech hamelech\nHi li chalom, hi li chida\nNevel hamelech\nAhavati hayechida\n\nYom shenolad im shachar (Yom shenolad im shachar)\nKemo machzor shebateva\nBa vetsomeach ulfeta gove'a bala'at\nUvetochi notseret (Uvetochi notseret)\nShirat zahav nehederet (Shirat zahav)\nEl hayekum esa az tfila\n\nAni mabit aEUR"" susi yafe\nHu al gabo oti nose el derech hamelech\n\nDerech hamelech\nHi li darki hayechida\nNevel hamelech\nHu shirati\n\nDerech hamelech\nHi li chalom, hi li chida\nNevel hamelech\nAhavati hayechida\n\nAni mabit aEUR"" susi yafe\nHu al gabo oti nose el derech hamelech\n(Derech hamelech)\n\nDerech hamelech (Hi li darki hayechida)\nHi li darki hayechida (Hi li darki)\nNevel hamelech (Hu shirati)\nHu shirati\n\nDerech hamelech (Hi li chalom)\nHi li chalom, hi li chida (Hi li chida)\nNevel hamelech (Ahavati hayechida)\nAhavati hayechida",https://youtube.com/watch?v=OnovnAMjdJw
572,1989,ch,Furbaz,Viver Senza Tei,Marie Louise Werth,,"Sche ti ni jeu stuessen viver tut persuls sin quest mund\nE buc carstgaun, gie gnanc in soli fuss pli d'entuorn\nBandunada da tuttas olmas stessel mo pli a bandun\nE petras larmas jeu bargessel cun raschun\n\nPerquei lessel jeu dir, senza tei stuessel murir\nPA(c)r cun tei ei la veta enzatgei bi\nPerquei lessel jeu dir, senza tei stuessel murir\nPA(c)r cun tei ei la veta enzatgei bi\n\nCartessel strusch da vegnir veglia sut da quellas cundiziuns\nGie pli bugen lu buc pli viver sin quest mund\nPertgei carschtgauns drovan in l'auter\nEr sch'ei sepetgan ni dattan pugns\nSch'ti eis sincers stos ti dar tier ch'jeu hai raschun\n\nPerquei lessel jeu dir, senza tei stuessel murir\nPA(c)r cun tei ei la veta enzatgei bi\nPerquei lessel jeu dir, senza tei stuessel murir\nPA(c)r cun tei ei la veta enzatgei bi\nPerquei lessel jeu dir, senza tei stuessel murir\nPA(c)r cun tei ei la veta enzatgei bi",https://youtube.com/watch?v=It1OltnpM-A
573,1989,de,Nino de Angelo,Flieger,Dieter Bohlen,Joachim Horn-Bernges,"Du und ich, wir sind so hoch geflogen\nVor gar nicht langer Zeit\nEin Flugzeug voll mit jungen TrA$?umen\nStand fA 1/4 r uns bereit\n\nDas mit uns war so gross\nWir eroberten den Himmel\nWarum liesst du mich nur los\nOhne Fallschirm in der Nacht?\n\nIch hab die Zeit nie ganz vergessen\nAls wir noch Flieger warn\nDu gehst nicht raus aus meinem Herzen\nIch denk nur noch daran\n\nDu hast oft gesagt: ""Wir sind stark, wir zwei""\nSo was geht doch nicht einfach so vorbei\nIch hab die Zeit nie ganz vergessen\nAls wir noch Flieger warn\n\nWA 1/4 rd das gern noch mal mit dir erleben\nSo'n Flug ins Abendrot\nWA 1/4 rde gern noch mal mein Herz riskieren\nSogar bis in den Tod\n\nDas mit uns war so gross\nSo was gibt es nur noch selten\nWerden wir nur einmal noch\nAuf den Wolken uns verliern?\n\nIch hab die Zeit nie ganz vergessen\nAls wir noch Flieger warn\nDu gehst nicht raus aus meinem Herzen\nIch denk nur noch daran\n\nDu hast oft gesagt: ""Wir sind stark, wir zwei""\nSo was geht doch nicht einfach so vorbei\n\nIch hab die Zeit nie ganz vergessen\nAls wir noch Flieger warn\nDu gehst nicht raus aus meinem Herzen\nIch denk nur noch daran",https://youtube.com/watch?v=-4iLLxMq52A
574,1989,nl,Justine Pelmelay,Blijf Zoals Je Bent,Jan Kisjes,Aart Mol;Cees Bergman;Elmer Veerhoff;Erwin van Prehn;Geertjan Hessing,"Je rolde zomaar in m'n leven\nHet was anders dan voorheen\nIk kende jou al heel wat jaren\nJe moest me echt niet, naar het scheen\n\nBlijf zoals ik jou nu ken\nIk hou van jou zoals je bent\nGewoon zoals je bent\nBlijf jezelf, verander niet\nGewoon jezelf zijn, alsjeblieft\nGewoon zoals je bent\n\nIn al die tijd heb jij veel meegemaakt\nOndanks alles bleef je trouw\nJe bent m'n vriend, m'n hele leven\nWat zou ik zijn zonder jou?\n\nBlijf zoals ik jou nu ken\nIk hou van jou zoals je bent\nGewoon zoals je bent\nBlijf jezelf, verander niet\nGewoon jezelf zijn alsjeblieft\nGewoon zoals je bent\n\nJe hebt zoveel om van te leren\nToe maar gauw, leer 't me, ik hou van jou\n'k Heb nog zoveel van je te leren\nToe maar gauw, leer 't me, ik hou van jou\n\nBlijf zoals ik jou nu ken\nIk hou van jou zoals je bent\nGewoon zoals je bent\nBlijf jezelf, verander niet\nGewoon jezelf zijn alsjeblieft\nGewoon zoals je bent",https://youtube.com/watch?v=uF1Q1elnD0o
575,1989,pt,Da Vinci,Conquistador,Ricardo,Pedro LuAs,"Era um mundo novo\nUm sonho de poetas\nIr atA(c) ao fim\nCantar novas vitA3rias\nE erguer orgulhosas bandeiras\nViver aventuras guerreiras\nForam mil epopeias\nVidas tAPSo cheias\nForam oceanos de amor\n\nJA! fui ao Brasil, Praia e Bissau\nAngola, MoASSambique, Goa e Macau\nAi, fui atA(c) Timor!\nJA! fui um conquistador\n\nEra todo um povo\nGuiado pelos cA(c)us\nEspalhou-se pelo mundo\nSeguindo os seus herA3is\nE levaram a luz da cultura\nSemearam laASSos de ternura\nForam mil epopeias\nVidas tAPSo cheias\nForam oceanos de amor\n\nJA! fui ao Brasil, Praia e Bissau\nAngola, MoASSambique, Goa e Macau\nAi, fui atA(c) Timor!\nJA! fui um conquistador\n\nJA! fui ao Brasil, Praia e Bissau\nAngola, MoASSambique, Goa e Macau\nAi, fui atA(c) Timor!\nJA! fui um conquistador\n\nForam dias e dias\nE meses e anos no mar\nPercorrendo uma estrada de estrelas\nA conquistar\n\nJA! fui ao Brasil, Praia e Bissau\nAngola, MoASSambique, Goa e Macau\nAi, fui atA(c) Timor!\nJA! fui um conquistador\n\nJA! fui ao Brasil, Praia e Bissau\nAngola, MoASSambique, Goa e Macau\nAi, fui atA(c) Timor!\nJA! fui um conquistador\n\nFui conquistador\nFui conquistador\nFui conquistador",https://youtube.com/watch?v=jIBd4haCFGo
576,1989,no,"Britt SynnA,ve Johansen",Venners NA|rhet,Inge Enoksen,"Leiv N. GrA,tte","Du sA,ker mine tanker, jeg vet hva du vil si\nMen sa du det du visste, ville tausheten forbli\n\nNAY=r venners nA|rhet er blitt en trussel\nOg hAY=pefulle smil blir visket bort\nKom da og vekk meg, la oss danse\nSAY= forblir du min, du er min venn\n\nJeg vet at du er liten, men likevel sAY= stor\nAll verden vil du favne, jeg hilser deg, min bror\n\nNAY=r venners nA|rhet er blitt en trussel\nOg hAY=pefulle smil blir visket bort\nKom da og vekk meg, la oss danse\nSAY= forblir du min, du er min venn\n\n(Din stemme den har nAY=dd meg, og jeg slipper deg inn)\nFor det er rom for oss begge, for tanker og for sinn\n\nNAY=r venners nA|rhet er blitt en trussel\nOg hAY=pefulle smil blir visket bort\nKom da og vekk meg, la oss danse\nSAY= forblir du min, du er min venn",https://youtube.com/watch?v=DGIUODWyzD4
577,1989,ie,Kiev Connolly and the Missing Passengers,The Real Me,Kiev Connolly,,"I call my baby and she tells me that she's leavin'\nAnd this time it's for good\nI can't believe her and I'm sure that there is something\nThat I've misunderstood\nYeah, yeah\n\nWhen she's gone, I'll be standin' here in the rain\nWhen she's gone, well, the sun won't shine anyway\n\nCan't you see that it's the real me?\nTake me as I am or let me be\nCome to me, discover me\nOh, take my hand and you will see it's me\n\nYou know the feeling when you're needing\nAnd your heart is cold\nIf there's a reason or a meaning\nThen I ain't been told\nYeah, yeah\n\nWhen she's gone, I'll be standin' here in the rain\nWhen she's gone, well, the sun won't shine anyway\n\nCan't you see that it's the real me?\nTake me as I am or let me be\nCome to me, discover me\nOh, take my hand and you will see it's me\n\nReal me, it's the real me\nReal me, it's the real me\n\nCan't you see that it's the real me?\nTake me as I am or let me be\nCome to me, discover me\nOh, take my hand and you will see it's me\n\nMmm... can't you see that it's the real me?\nTake me as I am or let me be\nCome to me, discover me\nOh, take my hand and you will see it's me\n\nMmm... can't you see that it's the real me?\nTake me as I am or let me be\nCome to me, discover me\nOh, take my hand and...",https://youtube.com/watch?v=8utNj9Q-Yc0
