Year,Country,Artist,Title,Place F,Points F,Place SF1,Points SF1,Place SF2,Points SF2
1956,Switzerland,Lys Assia,Refrain,1,,,,,
1956,Belgium,Mony Marc,Le Plus Beau Jour De Ma Vie,,,,,,
1956,Belgium,Fud Leclerc,Messieurs Les Noyes De La Seine,,,,,,
1956,France,Dany Dauberson,Il Est La,,,,,,
1956,France,Mathe Altery,Le Temps Perdu,,,,,,
1956,Germany,Freddy Quinn,So Geht Das Jede Nacht,,,,,,
1956,Germany,Walter Andreas Schwarz,Im Wartesaal Zum Grossen Gluck,,,,,,
1956,Italy,Tonina Torielli,Amami Se Vuoi,,,,,,
1956,Italy,Franca Raimondi,Aprite Le Finestre,,,,,,
1956,Luxembourg,Michele Arnaud,Les Amants De Minuit,,,,,,
1956,Luxembourg,Michele Arnaud,Ne Crois Pas,,,,,,
1956,Netherlands,Corry Brokken,Voorgoed Voorbij,,,,,,
1956,Netherlands,Jetty Paerl,De Vogels Van Holland,,,,,,
1956,Switzerland,Lys Assia,Das Alte Karussell,,,,,,
1957,Austria,Bob Martin,"Wohin, Kleines Pony",10,3,,,,
1957,Belgium,Bobbejaan Schoepen,Straatdeuntje,8,5,,,,
1957,Denmark,Birthe Wilke and Gustav Winckler,Skibet Skal Sejle I Nat,3,10,,,,
1957,France,Paule Desjardins,La Belle Amour,2,17,,,,
1957,Germany,Margot Hielscher,"Telefon, Telefon",4,8,,,,
1957,Italy,Nunzio Gallo,Corde Della Mia Chitarra,6,7,,,,
1957,Luxembourg,Daniele Dupre,Tant De Peine,4,8,,,,
1957,Netherlands,Corry Brokken,Net Als Toen,1,31,,,,
1957,Switzerland,Lys Assia,L'enfant Que J'etais,8,5,,,,
1957,United Kingdom,Patricia Bredin,All,7,6,,,,
1958,Austria,Liane Augustin,Die Ganze Welt Braucht Liebe,5,8,,,,
1958,Belgium,Fud Leclerc,Ma Petite Chatte,5,8,,,,
1958,Denmark,Raquel Rastenni,Jeg Rev Et Blad Ud Af Min Dagbog,8,3,,,,
1958,France,Andre Claveau,Dors Mon Amour,1,27,,,,
1958,Germany,Margot Hielscher,Fur Zwei Groschen Musik,7,5,,,,
1958,Italy,Domenico Modugno,Nel Blu Dipinto Di Blu,3,13,,,,
1958,Luxembourg,Solange Berry,Un Grand Amour,9,1,,,,
1958,Netherlands,Corry Brokken,Heel De Wereld,9,1,,,,
1958,Sweden,Alice Babs,Lilla Stjarna,4,10,,,,
1958,Switzerland,Lys Assia,Giorgio,2,24,,,,
1959,Austria,Ferry Graf,Der K. Und K. Kalypso Aus Wien,9,4,,,,
1959,Belgium,Bob Benny,Hou Toch Van Mij,6,9,,,,
1959,Denmark,Birthe Wilke,Uh-jeg Ville Onske Jeg Var Dig,5,12,,,,
1959,France,Jean Philippe,"Oui, Oui, Oui, Oui",3,15,,,,
1959,Germany,Alice and Ellen Kessler,Heut' Woll'n Wir Tanzen Geh'n,8,5,,,,
1959,Italy,Domenico Modugno,Piove,6,9,,,,
1959,Monaco,Jacques Pills,Mon Ami Pierrot,11,1,,,,
1959,Netherlands,Teddy Scholten,Een Beetje,1,21,,,,
1959,Sweden,Brita Borg,Augustin,9,4,,,,
1959,Switzerland,Christa Williams,Irgendwoher,4,14,,,,
1959,United Kingdom,Pearl Carr and Teddy Johnson,Sing Little Birdie,2,16,,,,
1960,Austria,Harry Winter,Du Hast Mich So Fasziniert,7,6,,,,
1960,Belgium,Fud Leclerc,Mon Amour Pour Toi,6,9,,,,
1960,Denmark,Katy Bodtger,Det Var En Yndig Tid,10,4,,,,
1960,France,Jacqueline Boyer,Tom Pillibi,1,32,,,,
1960,Germany,Wyn Hoop,"Bonne Nuit, Ma Cherie!",4,11,,,,
1960,Italy,Renato Rascel,Romantica,8,5,,,,
1960,Luxembourg,Camillo Felgen,So Laang We's Du Do Bast,13,1,,,,
1960,Monaco,Francois Deguelt,Ce Soir-la,3,15,,,,
1960,Netherlands,Rudi Carrell,Wat Een Geluk,12,2,,,,
1960,Norway,Nora Brockstedt,Voi-voi,4,11,,,,
1960,Sweden,Siw Malmkvist,Alla Andra Far Varann,10,4,,,,
1960,Switzerland,Anita Traversi,Cielo E Terra,8,5,,,,
1960,United Kingdom,Bryan Johnson,"Looking High, High, High",2,25,,,,
1961,Austria,Jimmy Makulis,Sehnsucht,15,1,,,,
1961,Belgium,Bob Benny,"September, Gouden Roos",15,1,,,,
1961,Denmark,Dario Campeotto,Angelique,5,12,,,,
1961,Finland,Laila Kinnunen,Valoa Ikkunassa,10,6,,,,
1961,France,Jean-Paul Mauric,Printemps (avril Carillonne),4,13,,,,
1961,Germany,Lale Andersen,Einmal Sehen Wir Uns Wieder,13,3,,,,
1961,Italy,Betty Curtis,Al Di La,5,12,,,,
1961,Luxembourg,Jean-Claude Pascal,Nous Les Amoureux,1,31,,,,
1961,Monaco,Colette Dereal,"Allons, Allons Les Enfants",10,6,,,,
1961,Netherlands,Greetje Kauffeld,Wat Een Dag,10,6,,,,
1961,Norway,Nora Brockstedt,Sommer I Palma,7,10,,,,
1961,Spain,Conchita Bautista,Estando Contigo,9,8,,,,
1961,Sweden,Lill-Babs,"April, April",14,2,,,,
1961,Switzerland,Franca di Rienzo,Nous Aurons Demain,3,16,,,,
1961,United Kingdom,The Allisons,Are You Sure?,2,24,,,,
1961,Yugoslavia,Ljiljana Petrovic,Neke Davne Zvezde,8,9,,,,
1962,Austria,Eleonore Schwarz,Nur In Der Wiener Luft,13,0,,,,
1962,Belgium,Fud Leclerc,Ton Nom,13,0,,,,
1962,Denmark,Ellen Winther,Vuggevise,10,2,,,,
1962,Finland,Marion Rung,Tipi-tii,7,4,,,,
1962,France,Isabelle Aubret,Un Premier Amour,1,26,,,,
1962,Germany,Conny Froboess,Zwei Kleine Italiener,6,9,,,,
1962,Italy,Claudio Villa,"Addio, Addio",9,3,,,,
1962,Luxembourg,Camillo Felgen,Petit Bonhomme,3,11,,,,
1962,Monaco,Francois Deguelt,Dis Rien,2,13,,,,
1962,Netherlands,De Spelbrekers,Katinka,13,0,,,,
1962,Norway,Inger Jacobsen,"Kom Sol, Kom Regn",10,2,,,,
1962,Spain,Victor Balaguer,Llamame,13,0,,,,
1962,Sweden,Inger Berggren,Sol Och Var,7,4,,,,
1962,Switzerland,Jean Philippe,Le Retour,10,2,,,,
1962,United Kingdom,Ronnie Carroll,Ring-a-ding Girl,4,10,,,,
1962,Yugoslavia,Lola Novakovic,Ne Pali Svetlo U Sumrak,4,10,,,,
1963,Austria,Carmela Corren,Vielleicht Geschieht Ein Wunder,7,16,,,,
1963,Belgium,Jacques Raymond,Waarom,10,4,,,,
1963,Denmark,Grethe and Jorgen Ingmann,Dansevise,1,42,,,,
1963,Finland,Laila Halme,Muistojeni Laulu,13,0,,,,
1963,France,Alain Barriere,Elle etait Si Jolie,5,25,,,,
1963,Germany,Heidi Bruhl,Marcel,9,5,,,,
1963,Italy,Emilio Pericoli,Uno Per Tutte,3,37,,,,
1963,Luxembourg,Nana Mouskouri,A Force De Prier,8,13,,,,
1963,Monaco,Francoise Hardy,L'amour S'en Va,5,25,,,,
1963,Netherlands,Annie Palmen,Een Speeldoos,13,0,,,,
1963,Norway,Anita Thallaug,Solhverv,13,0,,,,
1963,Spain,Jose Guardiola,Algo Prodigioso,12,2,,,,
1963,Sweden,Monica Zetterlund,En Gang I Stockholm,13,0,,,,
1963,Switzerland,Esther Ofarim,T'en Va Pas,2,40,,,,
1963,United Kingdom,Ronnie Carroll,Say Wonderful Things,4,28,,,,
1963,Yugoslavia,Vice Vukov,Brodovi,11,3,,,,
1964,Austria,Udo Jurgens,"Warum Nur, Warum?",6,11,,,,
1964,Belgium,Robert Cogoi,Pres De Ma Riviere,10,2,,,,
1964,Denmark,Bjorn Tidmand,Sangen Om Dig,9,4,,,,
1964,Finland,Lasse Martenson,Laiskotellen,7,9,,,,
1964,France,Rachel,Le Chant De Mallory,4,14,,,,
1964,Germany,Nora Nova,Man Gewohnt Sich So Schnell An Das Schone,13,0,,,,
1964,Italy,Gigliola Cinquetti,Non Ho L'eta,1,49,,,,
1964,Luxembourg,Hugues Aufray,Des Que Le Printemps Revient,4,14,,,,
1964,Monaco,Romuald,Ou Sont-elles Passees?,3,15,,,,
1964,Netherlands,Anneke Gronloh,Jij Bent Mijn Leven,10,2,,,,
1964,Norway,Arne Bendiksen,Spiral,8,6,,,,
1964,Portugal,Antonio Calvario,Oracao,13,0,,,,
1964,Spain,"Tim, Nelly and Tony",Caracola,12,1,,,,
1964,Switzerland,Anita Traversi,I Miei Pensieri,13,0,,,,
1964,United Kingdom,Matt Monro,I Love The Little Things,2,17,,,,
1964,Yugoslavia,Sabahudin Kurt,Zivot Je Sklopio Krug,13,0,,,,
1965,Austria,Udo Jurgens,"Sag Ihr, Ich Lass' Sie Grussen",4,16,,,,
1965,Belgium,Lize Marke,Als Het Weer Lente Is,15,0,,,,
1965,Denmark,Birgit Bruel,For Din Skyld,7,10,,,,
1965,Finland,Viktor Klimenko,Aurinko Laskee Lanteen,15,0,,,,
1965,France,Guy Mardel,N'avoue Jamais,3,22,,,,
1965,Germany,Ulla Wiesner,"Paradies, Wo Bist Du?",15,0,,,,
1965,Ireland,Butch Moore,I'm Walking The Streets In The Rain,6,11,,,,
1965,Italy,Bobby Solo,"Se Piangi, Se Ridi",5,15,,,,
1965,Luxembourg,France Gall,"Poupee De Cire, Poupee De Son",1,32,,,,
1965,Monaco,Marjorie Noel,Va Dire a L'amour,9,7,,,,
1965,Netherlands,Conny Van den bos,Het Is Genoeg,11,5,,,,
1965,Norway,Kirsti Sparboe,Karusell,13,1,,,,
1965,Portugal,Simone de Oliviera,Sol De Inverno,13,1,,,,
1965,Spain,Conchita Bautista,"Que Bueno, Que Bueno",15,0,,,,
1965,Sweden,Ingvar Wixell,Absent Friend,10,6,,,,
1965,Switzerland,Yovanna,Non a Jamais Sans Toi,8,8,,,,
1965,United Kingdom,Kathy Kirby,I Belong,2,26,,,,
1965,Yugoslavia,Vice Vukov,Ceznja,12,2,,,,
1966,Austria,Udo Jurgens,Merci Cherie,1,31,,,,
1966,Belgium,Tonia,"Un Peu De Poivre, Un Peu De Sel",4,14,,,,
1966,Denmark,Ulla Pia,"Stop, Ja Stop - Ja Stop, Mens Legen Er Go",14,4,,,,
1966,Finland,Ann-Christine Nystrom,Play-boy,10,7,,,,
1966,France,Dominique Walter,Chez Nous,16,1,,,,
1966,Germany,Margot Eskens,Die Zeiger Der Uhr,10,7,,,,
1966,Ireland,Dickie Rock,Come Back To Stay,4,14,,,,
1966,Italy,Domenico Modugno,Dio Come Ti Amo,17,0,,,,
1966,Luxembourg,Michele Torr,Ce Soir Je T'attendais,10,7,,,,
1966,Monaco,Tereza,Bien Plus Fort,17,0,,,,
1966,Netherlands,Milly Scott,Fernando En Philippo,15,2,,,,
1966,Norway,Ase Kleveland,Intet Er Nytt Under Solen,3,15,,,,
1966,Portugal,Madalena Iglesias,Ele E Ela,13,6,,,,
1966,Spain,Raphael,Yo Soy Aquel,7,9,,,,
1966,Sweden,Lill Lindfors and Svante Thuresson,Nygammal Vals Eller Hip Man Svinaherde,2,16,,,,
1966,Switzerland,Madeleine Pascal,Ne Vois-tu Pas?,6,12,,,,
1966,United Kingdom,Kenneth McKellar,A Man Without Love,9,8,,,,
1966,Yugoslavia,Berta Ambroz,Brez Besed,7,9,,,,
1967,Austria,Peter Horten,Warum Es Hunderttausend Sterne Gibt,14,2,,,,
1967,Belgium,Louis Neefs,Ik Heb Zorgen,7,8,,,,
1967,Finland,Fredi,Varjoon-suojaan,12,3,,,,
1967,France,Noelle Cordier,Il Doit Faire Beau La-bas,3,20,,,,
1967,Germany,Inge Bruck,Anouschka,8,7,,,,
1967,Ireland,Sean Dunphy,If I Could Choose,2,22,,,,
1967,Italy,Claudio Villa,Non Andare Piu Lontano,11,4,,,,
1967,Luxembourg,Vicky,L'amour Est Bleu,4,17,,,,
1967,Monaco,Minouche Barelli,Boum-badaboum,5,10,,,,
1967,Netherlands,Therese Steinmetz,Ring-dinge,14,2,,,,
1967,Norway,Kirsti Sparboe,Dukkemann,14,2,,,,
1967,Portugal,Eduardo Nascimento,O Vento Mudou,12,3,,,,
1967,Spain,Raphael,Hablemos Del Amor,6,9,,,,
1967,Sweden,Osten Warnebring,Som En Drom,8,7,,,,
1967,Switzerland,Geraldine,Quel Coeur Vas-tu Briser?,17,0,,,,
1967,United Kingdom,Sandie Shaw,Puppet On A String,1,47,,,,
1967,Yugoslavia,Lado Leskovar,Vse Roze Sveta,8,7,,,,
1968,Austria,Karel Gott,Tausend Fenster,13,2,,,,
1968,Belgium,Claude Lombard,Quand Tu Reviendras,7,8,,,,
1968,Finland,Kristina Hautala,Kun Kello Kay,16,1,,,,
1968,France,Isabelle Aubret,La Source,3,20,,,,
1968,Germany,Wencke Myhre,Ein Hoch Der Liebe,6,11,,,,
1968,Ireland,Pat McGeegan,Chance Of A Lifetime,4,18,,,,
1968,Italy,Sergio Endrigo,Marianne,10,7,,,,
1968,Luxembourg,Chris Baldo and Sophie Garel,Nous Vivrons D'amour,11,5,,,,
1968,Monaco,Line and Willy,A Chacun Sa Chanson,7,8,,,,
1968,Netherlands,Ronnie Tober,Morgen,16,1,,,,
1968,Norway,Odd Borre,Stress,13,2,,,,
1968,Portugal,Carlos Mendes,Verao,11,5,,,,
1968,Spain,Massiel,"La, La, La...",1,29,,,,
1968,Sweden,Claes-Goran Hederstrom,"Det Borjar Verka Karlek, Banne Mej",5,15,,,,
1968,Switzerland,Gianni Mascolo,Guardando Il Sole,13,2,,,,
1968,United Kingdom,Cliff Richard,Congratulations,2,28,,,,
1968,Yugoslavia,Luci Kapurso and Hamo Hajdarhodzic,Jedan Dan,7,8,,,,
1969,Belgium,Louis Neefs,Jennifer Jennings,7,10,,,,
1969,Finland,Jarkko and Laura,Kuin Silloin Ennen,12,6,,,,
1969,France,Frida Boccara,"Un Jour, Un Enfant",1,18,,,,
1969,Germany,Siw Malmkvist,Primaballerina,9,8,,,,
1969,Ireland,Muriel Day and the Lindsays,The Wages Of Love,7,10,,,,
1969,Italy,Iva Zanicchi,Due Grosse Lacrime Bianche,13,5,,,,
1969,Luxembourg,Romuald,Catherine,11,7,,,,
1969,Monaco,Jean-Jacques,"Maman, Maman",6,11,,,,
1969,Netherlands,Lenny Kuhr,De Troubadour,1,18,,,,
1969,Norway,Kirsti Sparboe,"Oj, Oj, Oj, Sa Glad, Jeg Skal Bli",16,1,,,,
1969,Portugal,Simone de Oliveira,Desfolhada Portuguesa,15,4,,,,
1969,Spain,Salome,Vivo Cantando,1,18,,,,
1969,Sweden,Tommy Korberg,"Judy, Min Van",9,8,,,,
1969,Switzerland,Paola del Medico,"Bonjour, Bonjour",5,13,,,,
1969,United Kingdom,Lulu,Boom Bang-a-bang,1,18,,,,
1969,Yugoslavia,Ivan,Pozdrav Svijetu,13,5,,,,
1970,Belgium,Jean Vallee,Viens L'oublier,8,5,,,,
1970,France,Guy Bonnet,Marie Blanche,4,8,,,,
1970,Germany,Katja Ebstein,Wunder Gibt Es Immer Wieder,3,12,,,,
1970,Ireland,Dana,All Kinds Of Everything,1,32,,,,
1970,Italy,Gianni Morandi,Occhi Di Ragazza,8,5,,,,
1970,Luxembourg,David-Alexandre Winter,Je Suis Tombe Du Ciel,12,0,,,,
1970,Monaco,Dominique Dussault,Marlene,8,5,,,,
1970,Netherlands,Patricia and Hearts of Soul,Waterman,7,7,,,,
1970,Spain,Julio Iglesias,Gwendolyne,4,8,,,,
1970,Switzerland,Henri Des,Retour,4,8,,,,
1970,United Kingdom,Mary Hopkin,"Knock, Knock (who's There?)",2,26,,,,
1970,Yugoslavia,Eva Srsen,"Pridi, Dala Ti Bom Cvet",11,4,,,,
1971,Austria,Marianne Mendt,Musik,16,66,,,,
1971,Belgium,Lily Castel and Jacques Raymond,"Goeie Morgen, Morgen",14,68,,,,
1971,Finland,Markku Aro and Koivisto Sisters,Tie Uuteen Paivaan,8,84,,,,
1971,France,Serge Lama,Un Jardin Sur La Terre,10,82,,,,
1971,Germany,Katja Ebstein,Diese Welt,3,100,,,,
1971,Ireland,Angela Farrell,One Day Love,11,79,,,,
1971,Italy,Massimo Ranieri,L'amore e Un Attimo,5,91,,,,
1971,Luxembourg,Monique Melsen,"Pomme, Pomme, Pomme",13,70,,,,
1971,Malta,Joe Grech,Marija L-maltija,18,52,,,,
1971,Monaco,Severine,"Un Banc, Un Arbre, Une Rue",1,128,,,,
1971,Netherlands,Saskia and Serge,De Tijd,6,85,,,,
1971,Norway,Hanne Krogh,Lykken Er...,17,65,,,,
1971,Portugal,Tonicha,Menina Do Alto Da Serra,9,83,,,,
1971,Spain,Karina,En Un Mundo Nuevo,2,116,,,,
1971,Sweden,Family Four,Vita Vidder,6,85,,,,
1971,Switzerland,"Peter, Sue and Marc",Les Illusions De Nos Vingt Ans,12,78,,,,
1971,United Kingdom,Clodagh Rodgers,Jack In The Box,4,98,,,,
1971,Yugoslavia,Krunoslav Slabinac,Tvoj Djecak Je Tuzan,14,68,,,,
1972,Austria,The Milestones,Falter Im Wind,5,100,,,,
1972,Belgium,Serge and Christine Ghisoland,A La Folie Ou Pas Du Tout,17,55,,,,
1972,Finland,Paivi Paunu and Kim Floor,Muistathan,12,78,,,,
1972,France,Betty Mars,Come-comedie,11,81,,,,
1972,Germany,Mary Roos,Nur Die Liebe Lasst Uns Leben,3,107,,,,
1972,Ireland,Sandie Jones,Ceol On Ghra,15,72,,,,
1972,Italy,Nicola di Bari,I Giorni Dell' Arcobaleno,6,92,,,,
1972,Luxembourg,Vicky Leandros,Apres Toi,1,128,,,,
1972,Malta,Helen and Joseph,L-imhabba,18,48,,,,
1972,Monaco,Anne-Marie Godart and Peter MacLane,Comme On S'aime,16,65,,,,
1972,Netherlands,Sandra and Andres,Als Het Om De Liefde Gaat,4,106,,,,
1972,Norway,Grethe Kausland and Benny Borg,Smating,14,73,,,,
1972,Portugal,Carlos Mendes,A Festa Da Vida,7,90,,,,
1972,Spain,Jaime Morey,Amanece,10,83,,,,
1972,Sweden,Family Four,Harliga Sommardag,13,75,,,,
1972,Switzerland,Veronique Muller,C'est La Chanson De Mon Amour,8,88,,,,
1972,United Kingdom,The New Seekers,"Beg, Steal Or Borrow",2,114,,,,
1972,Yugoslavia,Tereza,Muzika I Ti,9,87,,,,
1973,Belgium,Nicole and Hugo,"Baby, Baby",17,58,,,,
1973,Finland,Marion Rung,Tom Tom Tom,6,93,,,,
1973,France,Martine Clemenceau,Sans Toi,15,65,,,,
1973,Germany,Gitte,Junger Tag,8,85,,,,
1973,Ireland,Maxi,Do I Dream?,10,80,,,,
1973,Israel,Ilanit,Ey-sham,4,97,,,,
1973,Italy,Massimo Ranieri,Chi Sara Con Te,13,74,,,,
1973,Luxembourg,Anne-Marie David,Tu Te Reconnaitras,1,129,,,,
1973,Monaco,Marie,Un Train Qui Part,8,85,,,,
1973,Netherlands,Ben Cramer,De Oude Muzikant,14,69,,,,
1973,Norway,Bendik Singers,It's Just A Game,7,89,,,,
1973,Portugal,Fernando Tordo,Tourada,10,80,,,,
1973,Spain,Mocedades,Eres Tu,2,125,,,,
1973,Sweden,The Nova and The Dolls,You're Summer,5,94,,,,
1973,Switzerland,Patrick Juvet,"Je Me Vais Marier, Marie",12,79,,,,
1973,United Kingdom,Cliff Richard,Power To All Our Friends,3,123,,,,
1973,Yugoslavia,Zdravko Colic,Gori Vatra,15,65,,,,
1974,Belgium,Jacques Hustin,Fleur De Liberte,9,10,,,,
1974,Finland,Carita,Ala Mene Pois (keep Me Warm),13,4,,,,
1974,Germany,Cindy und Bert,Die Sommermelodie,14,3,,,,
1974,Greece,Marinella,"Krassi, Thalassa Ke T'agori Mou",11,7,,,,
1974,Ireland,Tina,Cross Your Heart,7,11,,,,
1974,Israel,Poogy,Natati La Khaiai,7,11,,,,
1974,Italy,Gigliola Cinquetti,Si,2,18,,,,
1974,Luxembourg,Ireen Sheer,"Bye, Bye, I Love You",4,14,,,,
1974,Monaco,Romuald,Celui Qui Reste Et Celui Qui S'en Va,4,14,,,,
1974,Netherlands,Mouth and MacNeal,I See A Star,3,15,,,,
1974,Norway,Anne-Karine Strom and the Bendik Singers,The First Day Of Love,14,3,,,,
1974,Portugal,Paulo de Carvalho,E Depois Do Adeus,14,3,,,,
1974,Spain,Peret,Canta Y Se Feliz,9,10,,,,
1974,Sweden,ABBA,Waterloo,1,24,,,,
1974,Switzerland,Piera Martell,Mein Ruf Nach Dir,14,3,,,,
1974,United Kingdom,Olivia Newton-John,Long Live Love,4,14,,,,
1974,Yugoslavia,Korni,Generacija 42,12,6,,,,
1975,Belgium,Ann Christy,Gelukkig Zijn,15,17,,,,
1975,Finland,Pihasoittajat,Old Man Fiddle,7,74,,,,
1975,France,Nicole Rieu,Et Bonjour a Toi L'artiste,4,91,,,,
1975,Germany,Joy Fleming,Ein Lied Kann Eine Brucke Sein,17,15,,,,
1975,Ireland,The Swarbriggs,That's What Friends Are For,9,68,,,,
1975,Israel,Shlomo Artzi,At Ve'ani,11,40,,,,
1975,Italy,Wess and Dori Ghezzi,Era,3,115,,,,
1975,Luxembourg,Geraldine,Toi,5,84,,,,
1975,Malta,Renato,Singing This Song,12,32,,,,
1975,Monaco,Sophie,Une Chanson C'est Une Lettre,13,22,,,,
1975,Netherlands,Teach-In,Ding-A-Dong,1,152,,,,
1975,Norway,Ellen Nikolaysen,You Touched My Life With Summer,18,11,,,,
1975,Portugal,Duarte Mendes,Madrugada,16,16,,,,
1975,Spain,Sergio y Estibaliz,Tu Volveras,10,53,,,,
1975,Sweden,Lars Berghagen and the Dolls,"Jennie, Jennie",8,72,,,,
1975,Switzerland,Simone Drexel,Mikado,6,77,,,,
1975,Turkey,Semiha Yanki,Seninle Bir Dakika,19,3,,,,
1975,United Kingdom,The Shadows,Let Me Be The One,2,138,,,,
1975,Yugoslavia,Pepel In Kri,Dan Ljubezni,13,22,,,,
1976,Austria,Waterloo and Robinson,My Little World,5,80,,,,
1976,Belgium,Pierre Rapsat,Judy Et Cie.,8,68,,,,
1976,Finland,Fredi and The Friends,Pump-pump,11,44,,,,
1976,France,Catherine Ferry,"Un, Deux, Trois",2,147,,,,
1976,Germany,Les Humphries Singers,"Sing, Sang, Song",15,12,,,,
1976,Greece,Mariza Koch,"Panaghia Mou, Panaghia Mou",13,20,,,,
1976,Ireland,Red Hurley,When,10,54,,,,
1976,Israel,"Chocolate, Menta, Mastik",Emor Shalom,6,77,,,,
1976,Italy,Romina and Al Bano,We'll Live It All Again,7,69,,,,
1976,Luxembourg,Jurgen Marcus,Chansons Pour Ceux Qui S'aiment,14,17,,,,
1976,Monaco,Mary Christy,"Toi, La Musique Et Moi",3,93,,,,
1976,Netherlands,Sandra Reemer,The Party's Over Now,9,56,,,,
1976,Norway,Anne-Karine Strom,Mata Hari,18,7,,,,
1976,Portugal,Carlos do Carmo,Uma Flor De Verde Pinho,12,24,,,,
1976,Spain,Braulio,Sobran Las Palabras,16,11,,,,
1976,Switzerland,"Peter, Sue and Marc","Djambo, Djambo",4,91,,,,
1976,United Kingdom,Brotherhood of Man,Save Your Kisses For Me,1,164,,,,
1976,Yugoslavia,Ambasadori,Ne Mogu Skriti Svoju Bol,17,10,,,,
1977,Austria,Schmetterlinge,Boom Boom Boomerang,17,11,,,,
1977,Belgium,Dream Express,"A Million In One, Two, Three",7,69,,,,
1977,Finland,Monica Aspelund,Lapponia,10,50,,,,
1977,France,Marie Myriam,L'oiseau Et L'enfant,1,136,,,,
1977,Germany,Silver Convention,Telegram,8,55,,,,
1977,Greece,"Pascalis, Marianna, Robert and Bessy",Mathema Solfege,5,92,,,,
1977,Ireland,The Swarbriggs Plus Two,It's Nice To Be In Love Again,3,119,,,,
1977,Israel,Ilanit,Ah-haa-vah Hee Shir Lish-naa-yim,11,49,,,,
1977,Italy,Mia Martini,Libera,13,33,,,,
1977,Luxembourg,Anne Marie B.,Frere Jacques,16,17,,,,
1977,Monaco,Michele Torr,Une Petite Francaise,4,96,,,,
1977,Netherlands,Heddy Lester,De Mallemolen,12,35,,,,
1977,Norway,Anita Skorgan,Casanova,14,18,,,,
1977,Portugal,Os Amigos,Portugal No Coracao,14,18,,,,
1977,Spain,Micky,Ensename A Cantar,9,52,,,,
1977,Sweden,Forbes,Beatles,18,2,,,,
1977,Switzerland,Pepe Lienhard Band,Swiss Lady,6,71,,,,
1977,United Kingdom,Lynsey de Paul and Mike Moran,Rock Bottom,2,121,,,,
1978,Austria,Springtime,Mrs. Caroline Robinson,15,14,,,,
1978,Belgium,Jean Vallee,L'amour ca Fait Chanter La Vie,2,125,,,,
1978,Denmark,Mabel,Boom Boom,16,13,,,,
1978,Finland,Seija Simola,Anna Rakkaudelle Tilaisuus,18,2,,,,
1978,France,Joel Prevost,Il Y Aura Toujours Des Violons,3,119,,,,
1978,Germany,Ireen Sheer,Feuer,6,84,,,,
1978,Greece,Tania Tsanaklidou,Charlie Chaplin,8,66,,,,
1978,Ireland,Colm T. Wilkinson,Born To Sing,5,86,,,,
1978,Israel,Izhar Cohen and the Alphabeta,Abanibi,1,157,,,,
1978,Italy,Ricchi e Poveri,Questo Amore,12,53,,,,
1978,Luxembourg,Baccara,Parlez-vous Francais?,7,73,,,,
1978,Monaco,Caline and Olivier Toussaint,Les Jardins De Monaco,4,107,,,,
1978,Netherlands,Harmony,'t Is Ok,13,37,,,,
1978,Norway,Jahn Teigen,Mil Etter Mil,20,0,,,,
1978,Portugal,Gemini,Dai-li-dou,17,5,,,,
1978,Spain,Jose Velez,Bailemos Un Vals,9,65,,,,
1978,Sweden,Bjorn Skifs,Det Blir Alltid Varre Framat Natten,14,26,,,,
1978,Switzerland,Carole Vinci,Vivre,9,65,,,,
1978,Turkey,Nazar,Sevince,18,2,,,,
1978,United Kingdom,Co-Co,The Bad Old Days,11,61,,,,
1979,Austria,Christina Simon,Heute In Jerusalem,18,5,,,,
1979,Belgium,Micha Marah,Hey Nana,18,5,,,,
1979,Denmark,Tommy Seebach,Disco Tango,6,76,,,,
1979,Finland,Katri-Helena,Katso Sineen Taivaan,14,38,,,,
1979,France,Anne-Marie David,Je Suis L'enfant-soleil,3,106,,,,
1979,Germany,Dschinghis Khan,Dschinghis Khan,4,86,,,,
1979,Greece,Elpida,Socrates,8,69,,,,
1979,Ireland,Cathal Dunne,Happy Man,5,80,,,,
1979,Israel,Milk and Honey,Hallelujah,1,125,,,,
1979,Italy,Matia Bazar,Raggio Di Luna,15,27,,,,
1979,Luxembourg,Jeane Manson,J'ai Deja Vu ca Dans Tes Yeux,13,44,,,,
1979,Monaco,Laurent Vaguener,"Notre Vie, C'est La Musique",16,12,,,,
1979,Netherlands,Xandra,Colorado,12,51,,,,
1979,Norway,Anita Skorgan,Oliver,11,57,,,,
1979,Portugal,Manuela Bravo,"Sobe, Sobe, Balao Sobe",9,64,,,,
1979,Spain,Betty Missiego,Su Cancion,2,116,,,,
1979,Sweden,Ted Gardestad,Satellit,17,8,,,,
1979,Switzerland,"Peter, Sue and Marc and Pfuri, Gorps and Kniri",Trodler Und Co.,10,60,,,,
1979,United Kingdom,Black Lace,Mary Ann,7,73,,,,
1980,Austria,Blue Danube,Du Bist Musik,8,64,,,,
1980,Belgium,Telex,Euro-vision,17,14,,,,
1980,Denmark,Bamses Venner,Taenker Altid Pa Dig,14,25,,,,
1980,Finland,Vesa-Matti Loiri,Huilumies,19,6,,,,
1980,France,Profil,"He, He M'sieurs Dames",11,45,,,,
1980,Germany,Katja Ebstein,Theater,2,128,,,,
1980,Greece,Anna Vissi and the Epikouri,Autostop,13,30,,,,
1980,Ireland,Johnny Logan,What's Another Year,1,143,,,,
1980,Italy,Alan Sorrenti,Non So Che Darei,6,87,,,,
